inspection_id,violation,major_violation,status,violation_text,correction_type_link,violation_accela,link
6761050,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6360845,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
6360845,Food Contact Surfaces,Y,Out of Compliance - Major,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major14.html
6889613,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6601845,Fruits and Vegetables Washed,N,Out of Compliance,Fruits and Vegetables Washed,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp28.html,28. Fruits & vegetables washed,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp28.html
6438449,Ventilation and Lighting,N,Out of Compliance,Ventilation and Lighting,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html,"38. Adequate ventilation/ Lighting - designated areas, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html
6214043,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6214043,Food Contact Surfaces,Y,Out of Compliance - Major,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major14.html
6969838,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6438655,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
6438655,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6845385,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6223588,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6223588,Fruits and Vegetables Washed,N,Out of Compliance,Fruits and Vegetables Washed,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp28.html,28. Fruits & vegetables washed,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp28.html
6968989,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6744818,Time as Public Health Control,N,Out of Compliance - Minor,Time as Public Health Control,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor08.html,8. Time as a public health control - procedures & records,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor08.html
6744818,"Food in Good Condition, Safe and Unadulterated",N,Out of Compliance - Minor,"Food in Good Condition, Safe and Unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor13.html,"13. Food in good condition, safe & unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor13.html
6744818,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6448952,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6448952,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6448952,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6532510,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6195419,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6195419,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6867563,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6692579,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6253619,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6770691,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6809663,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6809663,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6238170,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6238170,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6973437,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6738123,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6079714,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
6346646,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
7245615,Permit,N,Yes,Permit,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/nopermit.html,No Valid Permit,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/nopermit.html
6966219,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6936159,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6936159,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6977542,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6977542,Time as Public Health Control,N,Out of Compliance - Minor,Time as Public Health Control,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor08.html,8. Time as a public health control - procedures & records,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor08.html
6977542,Hot and Cold Water,N,Out of Compliance - Minor,Hot and Cold Water,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html,21. Hot & cold water available,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html
6977542,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6977542,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6957982,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6957982,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
7021844,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
7021844,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6915221,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6915221,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6915221,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6664023,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6664023,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6664023,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6536572,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6536572,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6536572,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6536571,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6899110,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6667240,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6947857,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
